emp_title,emp_length,state,homeownership,annual_income,verified_income,delinq_2y,months_since_last_delinq,num_historical_failed_to_pay,total_debit_limit,account_never_delinq_percent,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,loan_status,balance,paid_total,paid_principal,paid_interest,paid_late_fees
provisions,3,VA,MORTGAGE,27840,Verified,0,NA,0,8400,100,0,debt_consolidation,joint,16000,60,10.91,347.17,Current,15003.29,1542.86,996.71,546.15,0
,NA,MA,RENT,20712,Not Verified,0,37,0,48500,71.4,0,debt_consolidation,individual,10400,36,9.43,332.81,Fully Paid,0,10475.66056,10400,75.66,0
cfo,2,PA,MORTGAGE,177000,Not Verified,0,NA,0,71900,100,0,credit_card,individual,28000,36,7.96,876.91,Current,26613.06,1729.06,1386.94,342.12,0
account executive,2,FL,RENT,85000,Source Verified,0,77,1,18400,90,1,debt_consolidation,individual,10800,60,20.39,288.49,Current,10588.26,552.51,211.74,340.77,0
inspector,10,CA,MORTGAGE,95000,Not Verified,0,NA,0,14700,92.9,0,other,individual,7200,36,6.72,221.4,Current,6284.4,1104.31,915.6,188.71,0
finance clerk ,10,FL,OWN,37770,Not Verified,0,37,0,1600,80,0,other,individual,10000,36,17.47,358.88,Current,9570.3,708.05,429.7,278.35,0
rn care experience coordinator,0,VT,MORTGAGE,65000,Source Verified,0,NA,0,100600,100,0,debt_consolidation,individual,12000,36,7.97,375.88,Current,10499.3,1874.09,1500.7,373.39,0
,NA,LA,RENT,13390,Verified,0,NA,0,118700,100,0,credit_card,joint,31675,36,6.71,973.84,Current,29271.44,2909.71,2403.56,506.15,0
nurse,10,MN,OWN,55000,Source Verified,0,40,0,69100,96.4,0,credit_card,individual,20000,60,9.93,424.26,Current,18684.61,2099.23,1315.39,783.84,0
administrative assistant,5,VA,OWN,30000,Verified,0,NA,0,27000,100,0,debt_consolidation,joint,12000,60,12.61,270.65,Current,11561.78,757.31,438.22,319.09,0
at3,3,CA,RENT,46556,Not Verified,0,26,0,500,85.7,0,debt_consolidation,individual,10000,36,12.61,335.07,Current,9537.61,656.13,462.39,193.74,0
teacher,10,TX,MORTGAGE,56000,Source Verified,0,37,0,16600,94.7,0,home_improvement,individual,15000,60,11.99,333.6,Current,14062.83,1643.02,937.17,705.85,0
catering associate,4,MA,RENT,30000,Not Verified,0,29,0,48450,92,0,major_purchase,individual,10000,36,10.41,324.61,Fully Paid,0,10012.00375,10000,12,0
owner,10,NJ,MORTGAGE,50000,Not Verified,0,NA,1,26000,100,1,credit_card,individual,8000,36,7.97,250.59,Current,7202.27,993.5,797.73,195.77,0
field manager,10,NY,MORTGAGE,110000,Not Verified,0,NA,0,73900,100,0,debt_consolidation,individual,27650,60,10.42,593.22,Fully Paid,0,28219.87732,27650,569.88,0
rn,10,NY,MORTGAGE,185000,Not Verified,3,9,1,9400,86.2,1,home_improvement,individual,35000,60,14.08,815.85,Current,33350.52,3236.02,1649.48,1586.54,0
nurse aide,10,CA,RENT,45000,Not Verified,0,NA,1,2700,100,1,debt_consolidation,individual,4500,36,13.59,152.91,Current,3978.59,761.15,521.41,239.74,0
okay,1,TX,MORTGAGE,80000,Not Verified,1,6,0,33500,92.6,0,debt_consolidation,individual,8000,36,22.91,309.31,Current,7186.65,1536.37,813.35,723.02,0
mechainc,7,NC,MORTGAGE,39000,Not Verified,0,NA,0,6000,100,0,home_improvement,individual,8000,36,6.72,246,Current,6982.67,1227.01,1017.33,209.68,0
cna,1,IL,MORTGAGE,35000,Source Verified,0,NA,0,8500,100,0,home_improvement,individual,5000,36,18.06,180.92,Current,4678.2,532.73,321.8,210.93,0
sr storage engineer,4,MI,RENT,120000,Source Verified,0,25,1,3900,84.4,1,debt_consolidation,individual,40000,60,12.61,902.16,Current,38539.28,2650.44,1460.72,1189.72,0
technical specialists ,2,FL,RENT,36000,Source Verified,0,NA,0,6000,100,0,debt_consolidation,individual,10000,60,22.9,281.34,Current,9723.27,818.58,276.73,541.85,0
manager customer service,5,MN,RENT,90000,Not Verified,4,5,0,3000,84.4,0,debt_consolidation,individual,8000,36,14.08,273.74,Current,7079.28,1362.44,920.72,441.72,0
"director, food and nutrition",10,NY,RENT,85000,Verified,0,NA,0,9200,100,0,other,individual,21000,36,20,780.44,Current,18774.85,3843.87,2225.15,1618.72,0
supervisor,10,UT,MORTGAGE,71000,Verified,0,NA,0,42500,100,0,debt_consolidation,individual,30000,36,18.06,1085.48,Current,27406.26,4311.82,2593.74,1718.08,0
teacher,4,CA,MORTGAGE,75000,Verified,0,70,0,33000,95.7,0,debt_consolidation,joint,4800,36,16.01,168.78,Current,4481.57,502.07,318.43,183.64,0
it,1,AR,RENT,52000,Source Verified,0,NA,0,13300,100,0,debt_consolidation,individual,12000,60,25.82,358.01,Current,11587.69,1414.83,412.31,1002.52,0
senior levle lead machinist,1,WA,MORTGAGE,60000,Source Verified,1,10,0,19500,94.4,0,debt_consolidation,individual,19225,36,12.62,644.26,Current,17428.6,2563.56,1796.4,767.16,0
clerk,10,SC,MORTGAGE,45000,Not Verified,0,60,0,11000,90.5,0,debt_consolidation,individual,16000,60,15.05,381.06,Current,15075.2,1891.92,924.8,967.12,0
software quality engineer,4,KY,MORTGAGE,59991,Verified,0,58,2,14500,92.3,2,house,individual,10000,60,19.42,261.73,Current,9695.43,774.4,304.57,469.83,0
chemical officer,10,VA,RENT,94000,Verified,1,9,0,37400,97.4,0,other,individual,5125,36,18.06,185.44,Current,4566.9,901.5,558.1,343.4,0
client account coordinator ,0,OR,OWN,70000,Source Verified,0,NA,0,32000,100,0,credit_card,individual,35000,60,17.09,871.54,Current,33080.7,4324.47,1919.3,2405.17,0
clinical therapist,3,WI,MORTGAGE,66000,Not Verified,0,77,0,52200,96.6,0,credit_card,individual,5000,36,6.72,153.75,Current,4364.17,766.88,635.83,131.05,0
builder,3,IL,OWN,79992,Source Verified,0,NA,0,11500,100,0,car,individual,16500,36,15.04,572.31,Current,15389.67,1703.14,1110.33,592.81,0
loan officer,7,OR,MORTGAGE,135000,Source Verified,0,NA,1,54200,100,1,debt_consolidation,individual,40000,36,6.71,1229.79,Current,36964.72,3659.55,3035.28,624.27,0
hr specialist,3,ID,RENT,41000,Verified,0,29,0,29100,94.4,0,debt_consolidation,joint,36975,36,10.9,1208.77,Current,24137.58,13581.53,12837.42,744.11,0
dsp,7,NY,RENT,27500,Verified,0,NA,0,0,100,0,moving,individual,1450,36,19.03,53.18,Current,1358,167.21,92,75.21,0
,NA,FL,OWN,85000,Not Verified,0,NA,0,21800,100,0,credit_card,individual,5500,36,11.98,182.63,Current,5112.99,553.39,387.01,166.38,0
computer technician,7,PA,MORTGAGE,45930,Source Verified,0,NA,1,26400,100,1,debt_consolidation,individual,17300,60,11.99,384.75,Current,16219.14,1900.7,1080.86,819.84,0
,8,MA,RENT,26000,Not Verified,0,NA,0,2300,92.3,0,debt_consolidation,individual,6025,36,12.61,201.88,Current,5461.93,799.08,563.07,236.01,0
chief of police,2,TX,MORTGAGE,205000,Not Verified,0,NA,0,63700,100,0,debt_consolidation,joint,40000,60,7.35,798.67,Current,37197.53,3960.68,2802.47,1158.21,0
control room operator,5,WV,MORTGAGE,85000,Source Verified,0,NA,0,38800,100,0,medical,individual,4000,36,7.96,125.28,Current,3701.79,374.07,298.21,75.86,0
professor,10,MI,RENT,70000,Not Verified,0,NA,0,12300,100,0,credit_card,individual,21000,36,9.92,676.83,Current,19477.8,2007.34,1522.2,485.14,0
customer account specialist ,10,OH,MORTGAGE,65000,Not Verified,0,62,0,7500,98.5,0,debt_consolidation,joint,23000,60,12.61,518.75,Current,22160.06,1524.02,839.94,684.08,0
teacher,10,MI,MORTGAGE,93500,Source Verified,0,NA,0,55800,100,0,debt_consolidation,individual,18000,60,12.61,405.98,Current,17564.06,786.74,435.94,350.8,0
federal law enforcement ,10,GA,MORTGAGE,120000,Verified,1,11,0,8100,96.4,0,debt_consolidation,individual,30000,36,18.06,1085.48,Current,26733.24,5397.3,3266.76,2130.54,0
community liaison,10,CA,RENT,60000,Not Verified,9,NA,1,7000,55,1,credit_card,individual,6000,36,9.92,193.38,Current,5565.08,576.83,434.92,141.91,0
data network consultant,10,MO,MORTGAGE,125000,Source Verified,0,59,0,3800,78.3,0,debt_consolidation,individual,25000,60,10.41,536.24,Current,24358.5,1043.56,641.5,402.06,0
general manager,2,NJ,MORTGAGE,100000,Not Verified,0,NA,0,131400,100,0,debt_consolidation,individual,15000,36,6.08,456.88,Current,13464.86,1817.39,1535.14,282.25,0
shipping clerck,10,NE,RENT,42500,Source Verified,0,49,0,10300,88.9,0,house,individual,10000,60,13.58,230.52,Current,9643.94,684.02,356.06,327.96,0
store manager ,1,GA,RENT,50000,Not Verified,0,40,0,20500,84.6,0,credit_card,individual,7000,36,10.42,227.26,Current,6153.03,1128.2,846.97,281.23,0
registered nurse,0,TX,RENT,55000,Not Verified,0,NA,0,7400,100,0,debt_consolidation,individual,10000,36,10.9,326.92,Current,9285.29,968.65,714.71,253.94,0
shipping associate,0,OR,RENT,50000,Not Verified,0,NA,0,24700,100,0,other,individual,2000,36,6.07,60.91,Current,1858.16,161.15,141.84,19.31,0
engineer,5,CA,MORTGAGE,101000,Verified,0,29,0,69500,94.1,0,debt_consolidation,individual,15000,36,10.41,486.91,Current,13920.33,1443.38,1079.67,363.71,0
recording secretary ,10,CA,OWN,101400,Not Verified,1,11,0,15000,66.7,0,debt_consolidation,individual,30000,36,20,1114.91,Current,26824.47,5681.85,3175.53,2506.32,0
associate,1,MI,MORTGAGE,150000,Source Verified,0,NA,0,65000,100,0,credit_card,individual,20800,36,6.08,633.54,Current,18671.28,2489.47,2128.72,360.75,0
director of nursing,10,TX,MORTGAGE,99000,Verified,0,46,0,40400,97.4,0,home_improvement,joint,40000,60,10.42,858.18,Current,38454.11,2551.38,1545.89,1005.49,0
carpenter ,0,NY,RENT,72800,Not Verified,0,NA,0,6500,100,0,medical,individual,7000,36,7.96,219.23,Current,6653.26,432.27,346.74,85.53,0
,NA,MD,OWN,7200,Verified,0,NA,0,3000,100,0,debt_consolidation,joint,5750,36,20.39,214.84,Current,5392.58,638.01,357.42,280.59,0
,NA,AL,MORTGAGE,58000,Not Verified,0,81,1,27000,97.4,1,credit_card,individual,20000,36,16.02,703.34,Current,18673.43,2163.42,1326.57,836.85,0
owner,0,CA,MORTGAGE,44000,Source Verified,0,NA,0,10800,100,0,other,individual,10000,36,10.42,324.65,Current,8790.09,1617.46,1209.91,407.55,0
registered nurse,10,CA,MORTGAGE,120000,Source Verified,1,16,0,52500,90.9,0,debt_consolidation,individual,30000,36,15.04,1040.55,Current,27981.26,3096.58,2018.74,1077.84,0
sr staffing consultant,3,CT,MORTGAGE,97000,Verified,3,19,0,13800,68.8,0,debt_consolidation,individual,30000,60,19.42,785.17,Current,29086.36,2290.78,913.64,1377.14,0
president,8,FL,MORTGAGE,35000,Source Verified,0,NA,1,24100,100,1,major_purchase,joint,18000,36,7.96,563.73,Current,17108.39,1135.42,891.61,243.81,0
visiting assistant professor ,4,OK,RENT,52000,Source Verified,0,NA,0,50200,100,0,debt_consolidation,individual,40000,60,13.58,922.05,Current,38575.85,2735.97,1424.15,1311.82,0
manager,10,MI,OWN,62400,Source Verified,0,44,0,12700,78.6,0,major_purchase,individual,30000,36,9.43,960.01,Current,27810.1,2864.31,2189.9,674.41,0
registered nurse,1,WA,RENT,63000,Source Verified,0,NA,0,43000,100,0,small_business,individual,25600,36,16.01,900.15,Current,23901.73,2654.91,1698.27,956.64,0
southeast market manager,3,FL,RENT,96000,Not Verified,0,NA,0,31800,100,0,credit_card,individual,32000,36,9.92,1031.35,Current,30460.02,2080.34,1539.98,540.36,0
,NA,TX,MORTGAGE,30000,Not Verified,0,56,0,38100,95,0,debt_consolidation,joint,10000,60,11.98,222.35,Current,9753.74,438.04,246.26,191.78,0
land admin mgr,10,TX,MORTGAGE,130000,Not Verified,0,NA,0,53400,100,0,debt_consolidation,individual,40000,36,9.43,1280.01,Current,37080.14,3819.07,2919.86,899.21,0
lending consultant,2,MD,MORTGAGE,80000,Not Verified,0,NA,1,14300,100,1,debt_consolidation,individual,10000,60,12.62,225.6,Current,9385.03,1135.02,614.97,520.05,0
administrator,10,TX,MORTGAGE,100000,Verified,0,31,0,5800,80.8,0,debt_consolidation,individual,29150,36,11.99,968.06,Current,25697.68,4708.92,3452.32,1256.6,0
business office manager,3,FL,MORTGAGE,83000,Not Verified,0,37,0,6900,94.9,0,home_improvement,individual,10000,36,6.07,304.54,Current,9199.41,956.98,800.59,156.39,0
reporting administrator,10,CA,MORTGAGE,72000,Not Verified,0,NA,0,104700,100,0,debt_consolidation,joint,30000,36,16.02,1055.01,Current,27329.07,4353.54,2670.93,1682.61,0
senior accountant,5,NV,MORTGAGE,55000,Verified,0,82,0,23000,95.5,0,credit_card,individual,15000,60,12.62,338.39,Current,14265.96,1332.53,734.04,598.49,0
school administrator,10,TX,MORTGAGE,133000,Source Verified,0,NA,0,26900,100,0,debt_consolidation,individual,16000,36,9.92,515.68,Fully Paid,0,16035.26889,16000,35.27,0
director of marketing ,5,IL,RENT,58000,Not Verified,0,31,0,45500,84.2,0,credit_card,individual,4400,36,18.45,160.07,Current,4118.46,475.7,281.54,194.16,0
correction officer,10,NY,MORTGAGE,160000,Verified,7,7,0,14900,82.9,0,home_improvement,individual,35000,60,20.39,934.9,Current,33961.99,2765.05,1038.01,1727.04,0
service representative ,10,OH,RENT,40000,Verified,0,NA,1,12700,100,1,vacation,individual,4900,36,21.45,185.75,Current,4391.32,917.07,508.68,408.39,0
equipment operator,10,PA,MORTGAGE,65000,Source Verified,0,57,0,7400,88.9,0,debt_consolidation,joint,10000,36,6.72,307.5,Current,8728.34,1537.31,1271.66,265.65,0
,NA,CA,RENT,40000,Verified,0,NA,0,15400,100,0,other,individual,10000,60,9.92,212.08,Current,9740.1,424.17,259.9,164.27,0
senior project manager,3,FL,MORTGAGE,140000,Not Verified,0,NA,0,114000,100,0,credit_card,joint,30000,36,5.32,903.45,Current,26113.44,4508.38,3886.56,621.82,0
home health aid,2,NY,RENT,21900,Not Verified,0,NA,0,8300,100,0,home_improvement,individual,20000,36,11.99,664.2,Current,18114.51,2643.48,1885.49,757.99,0
lead lab technician,10,NY,MORTGAGE,60000,Not Verified,0,NA,0,57400,100,0,debt_consolidation,individual,28000,60,12.61,631.51,Current,26977.5,1874.91,1022.5,852.41,0
wealth management advisor ,2,PA,OWN,134000,Verified,0,NA,1,23100,100,1,credit_card,individual,19200,36,14.07,656.87,Current,17889.5,1940.59,1310.5,630.09,0
collector,3,OR,OWN,36000,Source Verified,0,NA,0,50800,100,0,credit_card,individual,10000,36,5.32,301.15,Current,8965.88,1209.04,1034.12,174.92,0
captain,9,CO,MORTGAGE,97000,Source Verified,0,NA,0,47900,100,0,debt_consolidation,individual,35000,36,6.08,1066.04,Current,31418.07,4252.34,3581.93,670.41,0
engineer,3,NJ,RENT,78000,Source Verified,0,NA,0,12500,100,0,other,individual,4200,36,7.97,131.56,Current,3781.19,524.38,418.81,105.57,0
loan assistant/credit analyst,2,TX,RENT,43000,Source Verified,1,15,0,8100,70,0,major_purchase,individual,1000,36,18.45,36.38,Current,936.01,108.12,63.99,44.13,0
future executive sr sales director,10,MO,MORTGAGE,80000,Not Verified,0,52,0,36000,96,0,credit_card,individual,14500,36,6.08,441.65,Current,12803.23,1990.2,1696.77,293.43,0
director,10,NY,OWN,153000,Verified,0,73,0,44800,96.3,0,debt_consolidation,joint,40000,60,14.08,932.39,Current,37630.31,4599.37,2369.69,2229.68,0
senior clerk,10,FL,OWN,41500,Not Verified,0,NA,0,4000,100,0,credit_card,individual,4000,36,10.91,130.79,Current,3617.12,520.74,382.88,137.86,0
cad manager,1,CO,OWN,90000,Source Verified,1,5,0,26800,96.9,0,home_improvement,individual,12800,60,10.9,277.67,Current,12311.37,790.73,488.63,302.1,0
director,1,MN,MORTGAGE,100000,Verified,0,33,0,45100,82.1,0,house,individual,40000,60,9.93,848.51,Current,37369.27,4220.48,2630.73,1589.75,0
owner/groomer,10,LA,MORTGAGE,70000,Not Verified,0,NA,0,11600,100,0,credit_card,individual,10000,36,5.31,301.11,Current,9226.01,897.43,773.99,123.44,0
loan officer,5,CA,MORTGAGE,110000,Source Verified,0,NA,0,115300,100,0,credit_card,individual,35000,36,10.9,1144.2,Current,8210.29,27411.41,26789.71,621.7,0
branch manager,9,CA,MORTGAGE,100000,Source Verified,0,NA,0,16500,97.1,0,other,individual,10500,36,9.93,338.47,Current,9221.1,1680.77,1278.9,401.87,0
owner,10,VT,RENT,60000,Not Verified,0,NA,2,9400,100,0,debt_consolidation,individual,8400,36,21.85,320.15,Current,7889.21,950.25,510.79,439.46,0
superintendent ,10,NE,MORTGAGE,100000,Source Verified,0,41,0,13700,86.4,0,debt_consolidation,individual,6000,36,10.91,196.18,Current,5278.86,977.26,721.14,256.12,0
diesel tech,3,TX,RENT,44000,Source Verified,0,NA,0,13400,100,0,debt_consolidation,individual,20000,36,11.98,664.1,Current,18592.74,1978.99,1407.26,571.73,0
,NA,MI,OWN,55700,Verified,0,NA,0,9800,100,0,other,individual,15000,36,12.62,502.67,Current,13598.4,2000.16,1401.6,598.56,0
internet sales & marketing manager,2,AL,RENT,53900,Source Verified,0,NA,1,12000,100,1,debt_consolidation,individual,10000,36,10.42,324.65,Current,9036.27,1292.81,963.73,329.08,0
sr claims specialist,10,MS,MORTGAGE,40000,Source Verified,0,50,1,0,93.8,1,debt_consolidation,individual,7000,36,20.39,261.54,Current,6564.89,776.69,435.11,341.58,0
development officer,2,WA,MORTGAGE,87125,Verified,0,NA,0,14650,100,0,debt_consolidation,individual,17650,36,13.58,599.65,Current,16436.64,1785.63,1213.36,572.27,0
front office coordinator,6,TN,RENT,39995,Verified,0,71,0,16100,95.8,0,debt_consolidation,individual,20000,36,13.59,679.58,Current,18156.66,2627.72,1843.34,784.38,0
,NA,IL,MORTGAGE,60000,Not Verified,0,50,0,15600,81.8,0,debt_consolidation,joint,15050,36,19.03,551.91,Current,13767.08,2191.73,1282.92,908.81,0
technician,1,NJ,OWN,63446.53,Verified,1,11,0,40500,93,0,debt_consolidation,individual,26000,60,10.91,564.14,Current,25007.76,1676.66,992.24,684.42,0
,NA,MD,RENT,35000,Not Verified,2,14,0,15800,89.5,0,debt_consolidation,individual,5000,36,7.96,156.59,Current,4627.27,467.56,372.73,94.83,0
regional visual manager,0,AL,RENT,65000,Source Verified,0,NA,1,29500,100,1,debt_consolidation,individual,25000,36,10.41,811.51,Current,23805.57,1608.56,1194.43,414.13,0
care provider,10,CA,MORTGAGE,26400,Verified,1,8,1,12000,96.2,1,debt_consolidation,joint,27000,36,14.08,923.85,Current,23892.68,4566.45,3107.32,1459.13,0
rn,4,TX,MORTGAGE,92000,Source Verified,0,40,0,18700,93.8,0,medical,individual,40000,60,9.93,848.51,Fully Paid,0,40013.78833,40000,13.79,0
electrician ,5,MS,OWN,85000,Source Verified,0,NA,0,32500,100,0,debt_consolidation,individual,30000,36,21.45,1137.2,Late (31-120 days),28164.73,3375.85,1835.27,1540.58,0
owner,10,FL,MORTGAGE,45000,Source Verified,0,NA,1,3800,100,1,debt_consolidation,individual,20000,60,14.08,466.2,Current,19057.43,1864.81,942.57,922.24,0
manager/supervisor,4,MI,OWN,65000,Verified,0,30,0,25700,85.7,0,major_purchase,individual,40000,60,13.59,922.25,Current,38092.5,3658.8,1907.5,1751.3,0
corrections officer,6,OR,RENT,56000,Source Verified,0,NA,1,2700,100,1,debt_consolidation,individual,4800,36,16.01,168.78,Current,4481.56,506.16,318.44,187.72,0
superior court judge,0,NJ,MORTGAGE,165000,Source Verified,0,NA,0,5000,100,0,medical,individual,40000,60,15.05,952.65,Current,38630.01,2791.06,1369.99,1421.07,0
physical therapist assistant,5,NM,RENT,50000,Verified,0,33,0,13000,60,0,debt_consolidation,joint,40000,36,11.98,1328.2,Current,37185.49,3931.36,2814.51,1116.85,0
technician ,5,WV,OWN,50000,Source Verified,0,64,2,19400,94,0,debt_consolidation,individual,20000,60,13.59,461.13,Current,19045.42,1829.42,954.58,874.84,0
driver,5,GA,MORTGAGE,700000,Source Verified,1,23,0,300,60,0,other,individual,5600,36,12.62,187.67,In Grace Period,5078.82,757.83,521.18,221.65,15
hr director,8,CA,OWN,95000,Not Verified,0,NA,1,32000,100,1,debt_consolidation,individual,10000,36,7.97,313.23,Current,8629.33,1675.08,1370.67,304.41,0
sr oracle database administrator,0,FL,MORTGAGE,120000,Source Verified,0,58,0,14900,93.8,0,debt_consolidation,individual,26000,36,18.45,945.85,Current,24336.38,2810.9,1663.62,1147.28,0
systems administrator,3,AZ,RENT,72000,Not Verified,0,NA,0,20800,100,0,credit_card,individual,14000,36,13.58,475.64,Fully Paid,0,14016.79616,14000,16.8,0
para legal,2,FL,MORTGAGE,65000,Verified,0,NA,0,37500,100,0,medical,joint,20000,36,14.08,684.33,Current,18169.44,2810.24,1830.56,979.68,0
software engineer,4,SC,MORTGAGE,75000,Verified,1,20,0,46500,96,0,credit_card,individual,35000,36,10.41,1136.11,Current,32480.82,3388.09,2519.18,868.91,0
captain,8,CA,OWN,108000,Verified,0,NA,0,44700,100,0,credit_card,individual,25000,60,14.08,582.75,Current,24121.52,1709.14,878.48,830.66,0
management ,4,NY,RENT,30000,Source Verified,0,77,0,7800,83.3,0,credit_card,individual,6000,36,15.04,208.11,Current,5596.25,619.32,403.75,215.57,0
sanitation,10,WI,MORTGAGE,39000,Verified,0,64,0,11400,78.3,0,home_improvement,joint,16000,60,18.06,406.82,Current,15320.78,1587.15,679.22,907.93,0
,NA,OH,RENT,42000,Source Verified,0,69,0,8700,100,0,debt_consolidation,joint,25000,36,24.84,991.89,Current,23547.17,2941.17,1452.83,1488.34,0
software engineer,3,IN,MORTGAGE,90000,Verified,0,NA,0,44600,100,0,credit_card,individual,8700,36,16.02,305.96,Current,7925.39,1235.46,774.61,460.85,0
line worker,1,WI,RENT,32000,Not Verified,1,18,0,0,91.7,0,debt_consolidation,joint,19200,36,12.61,643.33,Current,17861.32,1942.2,1338.68,603.52,0
"vp, channel sales & mktg",8,MN,MORTGAGE,340000,Not Verified,0,NA,0,80500,100,0,debt_consolidation,individual,30000,36,5.32,903.45,Current,25503.61,5108.38,4496.39,611.99,0
csa,4,CO,RENT,30000,Source Verified,0,56,0,7500,84.6,0,debt_consolidation,individual,16000,60,13.59,368.9,Current,15430.5,1082.54,569.5,513.04,0
shipping supervisor ,10,TX,OWN,38000,Not Verified,0,NA,0,49600,100,0,credit_card,individual,13500,60,9.44,283.13,Current,12601.32,1408.57,898.68,509.89,0
accounting,10,CA,MORTGAGE,170000,Source Verified,0,NA,0,50800,100,0,credit_card,individual,30000,36,7.34,930.99,Current,27743.79,2780.74,2256.21,524.53,0
certified electrician ,7,CA,RENT,85000,Verified,0,NA,0,30200,100,0,other,joint,7000,36,6.08,213.21,Fully Paid,0,7127.534743,7000,127.53,0
rx supervisor,0,FL,RENT,20400,Verified,0,NA,0,3000,100,0,other,individual,10000,36,14.07,342.12,Current,9317.45,1018.54,682.55,335.99,0
bco,0,FL,RENT,60000,Not Verified,0,75,0,7800,90,0,debt_consolidation,individual,4200,36,15.05,145.7,Current,3820.84,579.29,379.16,200.13,0
food service director,10,CO,MORTGAGE,85000,Source Verified,1,3,0,23100,91.7,0,home_improvement,individual,18000,36,19.42,663.64,Current,17249.29,1288.44,750.71,537.73,0
engineer,1,CA,MORTGAGE,200000,Source Verified,0,62,0,33800,94.7,0,credit_card,individual,16000,36,6.72,491.99,Current,13965.39,2453.98,2034.61,419.37,0
main banker,10,TN,RENT,36000,Source Verified,0,28,1,1600,92.9,1,debt_consolidation,individual,10000,36,15.05,346.9,Current,8864.46,1726.14,1135.54,590.6,0
instructional support specialist ,10,NC,MORTGAGE,60000,Not Verified,0,26,0,10200,95,0,debt_consolidation,individual,20000,60,24.85,585.27,Current,19294.03,2285.86,705.97,1579.89,0
cdl driver,4,GA,MORTGAGE,55000,Source Verified,0,NA,0,40300,100,0,debt_consolidation,individual,25000,36,5.32,752.87,Current,21761.23,3756.96,3238.77,518.19,0
cheif executive officer,5,WA,MORTGAGE,58000,Not Verified,0,NA,0,29100,100,0,other,individual,7000,36,21.45,265.35,Current,6273.36,1318.41,726.64,591.77,0
regional solutions manager,7,TX,MORTGAGE,95000,Verified,1,7,0,7800,94.5,0,debt_consolidation,individual,16000,60,16.02,389.26,Fully Paid,0,16695.19935,16000,695.2,0
assistant manager,1,CO,RENT,35000,Verified,0,NA,0,21800,100,0,debt_consolidation,individual,20000,36,21.45,758.14,Current,18353.96,3008.73,1646.04,1362.69,0
sqd leader ,10,TX,RENT,78000,Source Verified,0,75,0,11700,95.2,0,credit_card,individual,15000,60,18.06,381.4,Late (31-120 days),14688.62,744.25,311.38,413.8,19.07
maintenance,10,GA,OWN,50000,Source Verified,0,NA,0,19400,100,0,other,individual,4200,36,6.07,127.91,Current,3878.38,382.31,321.62,60.69,0
senior programmer analyst,3,TX,RENT,72500,Source Verified,0,NA,0,62500,100,0,house,individual,9600,36,5.32,289.11,Current,8607.22,1153.6,992.78,160.82,0
maid,10,TX,RENT,26000,Not Verified,0,NA,0,11900,100,0,debt_consolidation,individual,6300,36,12.62,211.13,Current,5711.29,835.69,588.71,246.98,0
manager,4,CT,MORTGAGE,72000,Verified,0,39,0,48800,91.7,0,credit_card,joint,40000,60,10.42,858.18,Current,37401.02,4267.74,2598.98,1668.76,0
sterile processing lead technician,2,OR,RENT,56500,Not Verified,0,NA,0,13000,100,0,debt_consolidation,individual,19000,60,13.58,437.98,Current,18551.55,861.63,448.45,413.18,0
administrative specialist ,10,KS,MORTGAGE,36000,Verified,0,NA,0,13000,100,0,debt_consolidation,individual,20000,60,10.9,433.86,Current,19236.53,1289.47,763.47,526,0
shipping/receiving supervisor,10,IL,MORTGAGE,74000,Source Verified,1,21,0,11500,93.3,0,debt_consolidation,individual,11000,36,14.08,376.39,Current,9993.15,1504.79,1006.85,497.94,0
general manager ,10,CA,MORTGAGE,100000,Source Verified,0,NA,1,31500,100,1,debt_consolidation,individual,24000,60,20,635.86,Current,22780.73,3152.63,1219.27,1933.36,0
consultant,2,CO,RENT,180000,Source Verified,1,10,0,69900,93.3,0,debt_consolidation,individual,35000,60,9.92,742.27,Current,33629.93,2188.23,1370.07,818.16,0
analyst,4,MD,RENT,70540,Source Verified,0,NA,0,48700,100,0,credit_card,individual,8000,36,10.91,261.57,Current,7038.49,1303,961.51,341.49,0
technician,4,ID,RENT,59000,Source Verified,1,13,0,15600,89.5,0,debt_consolidation,individual,3500,36,10.9,114.42,Current,3249.86,339.02,250.14,88.88,0
gunnersmate,7,VA,RENT,59869,Verified,1,12,0,4000,93.3,0,moving,individual,12800,36,17.09,456.93,Current,11677.75,1888.49,1122.25,766.24,0
technical sergeant,10,FL,MORTGAGE,60000,Source Verified,0,NA,0,46900,100,0,debt_consolidation,individual,25500,60,12.62,575.26,Current,23931.93,2929.94,1568.07,1361.87,0
mechanic,10,AR,OWN,70000,Not Verified,0,45,0,13700,83.3,0,credit_card,individual,8000,36,10.41,259.69,Current,7424.16,774.44,575.84,198.6,0
union carpenter,2,OH,RENT,45000,Not Verified,0,NA,0,4900,100,0,debt_consolidation,individual,8000,36,13.58,271.8,Current,7450.01,829.53,549.99,279.54,0
irrigation service technician,5,NJ,RENT,28000,Source Verified,0,NA,0,1000,100,0,other,individual,2000,36,12.61,67.02,Current,1860.53,199.66,139.47,60.19,0
social ed teacher,10,ID,MORTGAGE,60000,Not Verified,0,73,0,5000,97.6,0,debt_consolidation,individual,6700,36,10.41,217.49,Current,6379.88,431.11,320.12,110.99,0
